params,cv_pr_auc,cv_roc_auc,cv_best_mcc,cv_best_balanced_accuracy,cv_best_threshold,selection_score,n_search_rows,n_search_pdb,fold_summary
"{""depth"": 6, ""learning_rate"": 0.06, ""l2_leaf_reg"": 6, ""iterations"": 350}",0.7947739990258348,0.8065188151201165,0.4668419331018002,0.7168387564062906,0.6600000000000001,0.7079336623064422,79998,103,"[{""fold"": 1, ""pr_auc"": 0.8232609449494854, ""roc_auc"": 0.8380489515323978}, {""fold"": 2, ""pr_auc"": 0.7854515841075899, ""roc_auc"": 0.7913430056817579}, {""fold"": 3, ""pr_auc"": 0.7769634387502429, ""roc_auc"": 0.792416967318557}]"
"{""depth"": 7, ""learning_rate"": 0.05, ""l2_leaf_reg"": 8, ""iterations"": 500}",0.7994174948519112,0.8100644383944823,0.47239710858663453,0.7183245644768554,0.6600000000000001,0.7122148411337292,79998,103,"[{""fold"": 1, ""pr_auc"": 0.828349422823009, ""roc_auc"": 0.8420458033894438}, {""fold"": 2, ""pr_auc"": 0.7908265368141931, ""roc_auc"": 0.7959584986051612}, {""fold"": 3, ""pr_auc"": 0.7793616615144556, ""roc_auc"": 0.7937798816603805}]"
